User_ID,Region,Age_Group,Daily_Screen_Time,Subscription_Count,Monthly_Digital_Spend,Digital_Fatigue_Score,Sleep_Quality,Sentiment_Index,User_Review_Note,Lifestyle_Class
2693,North America,Millennial (25-40),8.63,6,108.69,8,Fair,-0.6,I've cancelled most services but still feel overwhelmed. Screen time is killing my sleep. (Discord mainly),Balanced
2694,Asia-Pacific,Gen X (41-56),5.18,4,50.06,5,Excellent,0.07,"Trying to be more mindful, but it's difficult in today's world. (YouTube Premium mainly)",Balanced
2695,Middle East,Gen X (41-56),4.11,3,33.34,5,Good,0.01,Screen time depends on work demands. Weekends are usually better.,Balanced
2696,Asia-Pacific,Gen X (41-56),5.06,4,38.08,4,Excellent,0.52,Digital tools help me stay connected with family abroad. Can't imagine life without them.,Balanced
2697,Asia-Pacific,Gen Z (18-24),10.76,3,43.32,6,Poor,0.06,"I use digital tools for work and entertainment, but I try to maintain balance.",Balanced
2698,Europe,Gen X (41-56),5.07,3,54.96,4,Excellent,0.44,Using apps for meditation and fitness really improved my overall wellness. (Discord mainly),Balanced
2699,LATAM,Boomer (57+),1.57,1,12.16,2,Good,1.0,Using apps for meditation and fitness really improved my overall wellness.,Minimalist
2700,LATAM,Gen Z (18-24),7.3,2,0.0,4,Poor,0.19,"I use digital tools for work and entertainment, but I try to maintain balance.",Balanced
2701,Asia-Pacific,Millennial (25-40),6.2,5,68.32,5,Good,-0.07,"Some subscriptions are useful, others are just taking up space and money. (Instagram mainly)",Balanced
2702,Middle East,Millennial (25-40),5.18,4,52.84,4,Fair,0.53,My sleep improved once I started digital detox after 9 PM. Game changer!,Balanced
2703,North America,Gen X (41-56),5.81,3,52.38,6,Fair,0.19,"Some subscriptions are useful, others are just taking up space and money.",Balanced
2704,North America,Gen X (41-56),6.23,5,81.81,7,Fair,-0.19,"Trying to be more mindful, but it's difficult in today's world.",Balanced
2705,LATAM,Gen Z (18-24),8.62,2,11.67,5,Excellent,0.01,"I have too many apps, but I don't know which ones to cut.",Balanced
2706,LATAM,Boomer (57+),2.82,3,18.09,3,Excellent,0.61,Found the right mix of subscriptions that actually add value to my life. (Spotify mainly),Balanced
2707,North America,Gen Z (18-24),9.67,3,34.02,6,Good,0.01,"I use digital tools for work and entertainment, but I try to maintain balance.",Balanced
2708,Europe,Gen X (41-56),5.57,6,90.82,6,Excellent,0.13,"Digital wellness is important, but finding the right balance is challenging. (Gaming Pass mainly)",Balanced
2709,North America,Millennial (25-40),7.7,5,74.01,6,Fair,0.05,"I use digital tools for work and entertainment, but I try to maintain balance. (Instagram mainly)",Balanced
2710,Europe,Millennial (25-40),8.59,8,131.4,7,Fair,-0.28,"I have too many apps, but I don't know which ones to cut. (Netflix mainly)",Balanced
2711,LATAM,Gen Z (18-24),8.0,2,6.49,4,Good,0.41,My sleep improved once I started digital detox after 9 PM. Game changer!,Balanced
2712,Asia-Pacific,Gen Z (18-24),11.27,2,29.8,7,Poor,-0.21,"Some subscriptions are useful, others are just taking up space and money. (Cloud Storage mainly)",Balanced
2713,Europe,Gen X (41-56),5.65,4,49.36,5,Excellent,0.39,Technology enables my creativity and professional growth. Love the digital ecosystem.,Balanced
2714,Europe,Millennial (25-40),14.11647305961853,5,61.97968288628976,7,Fair,-0.46,Quality of sleep has dropped noticeably since my screen time increased.,Balanced
2715,North America,Gen Z (18-24),8.17,2,44.37,5,Fair,0.11,"Trying to be more mindful, but it's difficult in today's world. (Spotify mainly)",Balanced
2716,Europe,Gen Z (18-24),10.09,3,38.84,6,Poor,-0.1,"Digital wellness is important, but finding the right balance is challenging.",Balanced
2717,Asia-Pacific,Gen Z (18-24),10.1,2,21.56,6,Poor,-0.26,"Trying to be more mindful, but it's difficult in today's world. (Gaming Pass mainly)",Balanced
2718,Middle East,Gen X (41-56),3.69,4,42.46,3,Good,0.64,Digital tools help me stay connected with family abroad. Can't imagine life without them.,Balanced
2719,LATAM,Gen X (41-56),3.09,4,41.79,3,Good,0.35,Using apps for meditation and fitness really improved my overall wellness.,Balanced
2720,North America,Gen Z (18-24),9.77,2,54.0,5,Fair,0.23,Screen time depends on work demands. Weekends are usually better.,Balanced
2721,Africa,Millennial (25-40),5.55,6,47.81,5,Fair,0.03,"I have too many apps, but I don't know which ones to cut. (Spotify mainly)",Balanced
2722,LATAM,Gen Z (18-24),7.03,3,41.10855303193211,4,Fair,0.2,Screen time depends on work demands. Weekends are usually better.,Balanced
2723,LATAM,Boomer (57+),1.2,2,19.15,3,Good,0.28,Screen time depends on work demands. Weekends are usually better.,Balanced
2724,Asia-Pacific,Boomer (57+),3.39,1,26.47,3,Good,0.64,Technology enables my creativity and professional growth. Love the digital ecosystem.,Minimalist
2725,Asia-Pacific,Gen X (41-56),6.1,4,50.24,6,Poor,0.14,"I have too many apps, but I don't know which ones to cut.",Balanced
2726,Europe,Boomer (57+),2.9,1,26.6,3,Good,0.6,Technology enables my creativity and professional growth. Love the digital ecosystem.,Minimalist
2727,North America,Gen X (41-56),6.1,4,78.51,5,Fair,0.15,"Trying to be more mindful, but it's difficult in today's world. (Discord mainly)",Balanced
2728,Europe,Gen X (41-56),4.88,4,66.76,5,Fair,0.09,"I have too many apps, but I don't know which ones to cut.",Balanced
2729,Europe,Millennial (25-40),15.028325694400893,7,114.81,7,Fair,-0.3,"I use digital tools for work and entertainment, but I try to maintain balance. (YouTube Premium mainly)",Balanced
2730,Asia-Pacific,Millennial (25-40),7.07,5,44.14,6,Good,-0.51,Quality of sleep has dropped noticeably since my screen time increased.,Balanced
2731,LATAM,Gen Z (18-24),6.83,4,28.34,6,Fair,0.22,"I have too many apps, but I don't know which ones to cut.",Balanced
2732,Asia-Pacific,Millennial (25-40),9.28,4,35.98,7,Good,-0.5,Spent $200+ last month on subscriptions I barely use. Feeling guilty and exhausted.,Balanced
2733,North America,Gen X (41-56),6.08,3,50.49,5,Good,0.1,"Some subscriptions are useful, others are just taking up space and money.",Balanced
2734,Middle East,Gen Z (18-24),6.54,3,39.25,4,Poor,0.09,"Digital wellness is important, but finding the right balance is challenging.",Balanced
2735,Middle East,Millennial (25-40),5.97,5,62.67,5,Good,0.21,"Trying to be more mindful, but it's difficult in today's world.",Balanced
2736,LATAM,Millennial (25-40),6.09,4,38.16,5,Poor,0.14,"Digital wellness is important, but finding the right balance is challenging. (Gaming Pass mainly)",Balanced
2737,Middle East,Millennial (25-40),5.63,5,48.07919552465303,5,Excellent,0.03,"Digital wellness is important, but finding the right balance is challenging. (Gaming Pass mainly)",Balanced
2738,Asia-Pacific,Gen X (41-56),5.07,4,40.84,4,Good,0.27,"I use digital tools for work and entertainment, but I try to maintain balance.",Balanced
2739,Middle East,Boomer (57+),2.56,1,20.13,1,Excellent,0.99,Digital tools help me stay connected with family abroad. Can't imagine life without them.,Minimalist
2740,North America,Gen X (41-56),5.83,6,119.38,6,Excellent,-0.33,"I have too many apps, but I don't know which ones to cut.",Balanced
2741,Europe,Gen X (41-56),5.27,3,54.2967178566735,5,Excellent,0.12,"I use digital tools for work and entertainment, but I try to maintain balance.",Balanced
2742,Europe,Gen X (41-56),4.85,7,110.05,6,Good,0.07,"I have too many apps, but I don't know which ones to cut. (Gaming Pass mainly)",Balanced
2743,North America,Millennial (25-40),7.35,6,117.47,7,Fair,-0.36,"Digital fatigue is real. Between work emails and personal apps, I can't disconnect. (TikTok mainly)",Balanced
2744,North America,Gen Z (18-24),10.52,2,40.83,6,Poor,-0.26,"I have too many apps, but I don't know which ones to cut.",Balanced
2745,Asia-Pacific,Boomer (57+),3.37,1,17.44,3,Fair,0.42,I've set healthy boundaries with screen time and feel much better now.,Minimalist
2746,LATAM,Millennial (25-40),6.23,4,51.35,5,Fair,0.54,Digital tools help me stay connected with family abroad. Can't imagine life without them.,Balanced
2747,Asia-Pacific,Gen Z (18-24),10.17,3,40.84,6,Fair,-0.27,"Digital wellness is important, but finding the right balance is challenging.",Balanced
2748,North America,Gen X (41-56),5.45,6,123.74,6,Good,-0.23,"I have too many apps, but I don't know which ones to cut. (Netflix mainly)",Balanced
2749,LATAM,Gen Z (18-24),7.7,3,25.52,4,Good,0.18,"Some subscriptions are useful, others are just taking up space and money. (Discord mainly)",Balanced
2750,Asia-Pacific,Millennial (25-40),8.46,4,40.69,7,Good,-0.33,"I use digital tools for work and entertainment, but I try to maintain balance.",Balanced
2751,Asia-Pacific,Gen Z (18-24),9.34,3,45.24,6,Fair,0.09,"Some subscriptions are useful, others are just taking up space and money. (Spotify mainly)",Balanced
2752,Asia-Pacific,Gen Z (18-24),9.87,2,12.64,6,Fair,0.01,"I use digital tools for work and entertainment, but I try to maintain balance.",Balanced
2753,Europe,Gen Z (18-24),9.84,2,51.88,6,Good,-0.27,"Digital wellness is important, but finding the right balance is challenging. (TikTok mainly)",Balanced
2754,Europe,Gen Z (18-24),8.44,3,62.52,5,Fair,0.2,"I use digital tools for work and entertainment, but I try to maintain balance. (Cloud Storage mainly)",Balanced
2755,Africa,Gen X (41-56),2.57,5,30.88,4,Poor,0.48,Using apps for meditation and fitness really improved my overall wellness. (Cloud Storage mainly),Balanced
2756,Europe,Gen X (41-56),5.0,3,61.51,4,Fair,0.04,Screen time depends on work demands. Weekends are usually better.,Balanced
2757,Asia-Pacific,Millennial (25-40),6.44,5,62.87,7,Fair,-0.43,The constant notifications make it impossible to focus. My mental health is suffering.,Balanced
2758,Africa,Boomer (57+),1.09,1,0.0,2,Excellent,0.56,I've set healthy boundaries with screen time and feel much better now. (Fitness App mainly),Minimalist
2759,Asia-Pacific,Gen Z (18-24),10.81,3,25.59,7,Poor,-0.29,"Some subscriptions are useful, others are just taking up space and money.",Balanced
2760,North America,Millennial (25-40),7.31,6,110.86,7,Fair,-0.29,"I use digital tools for work and entertainment, but I try to maintain balance.",Balanced
2761,North America,Gen Z (18-24),10.8,3,55.6,6,Poor,-0.24,"Trying to be more mindful, but it's difficult in today's world.",Balanced
2762,North America,Gen X (41-56),4.21,4,85.08,5,Good,-0.04,Screen time depends on work demands. Weekends are usually better.,Balanced
2763,Asia-Pacific,Millennial (25-40),7.72,4,48.02,7,Good,-0.46,Quality of sleep has dropped noticeably since my screen time increased.,Balanced
2764,Asia-Pacific,Gen X (41-56),5.72,4,32.31,6,Good,0.2,"Digital wellness is important, but finding the right balance is challenging.",Balanced
2765,North America,Gen X (41-56),4.24,5,84.55,5,Good,0.26,"I use digital tools for work and entertainment, but I try to maintain balance. (Fitness App mainly)",Balanced
2766,Middle East,Millennial (25-40),6.68,7,96.68,6,Poor,-0.15,"Trying to be more mindful, but it's difficult in today's world. (Netflix mainly)",Balanced
2767,Asia-Pacific,Gen X (41-56),5.81,7,60.52,6,Good,-0.13,"Trying to be more mindful, but it's difficult in today's world.",Balanced
2768,Europe,Boomer (57+),1.46,2,18.89,2,Excellent,0.3,"I use digital tools for work and entertainment, but I try to maintain balance.",Balanced
2769,Asia-Pacific,Millennial (25-40),7.77,5,39.81165496536668,6,Fair,-0.2,"I use digital tools for work and entertainment, but I try to maintain balance. (Fitness App mainly)",Balanced
2770,Asia-Pacific,Millennial (25-40),8.11,4,54.27,6,Fair,-0.15,Screen time depends on work demands. Weekends are usually better.,Balanced
2771,North America,Gen X (41-56),4.7,6,105.83,5,Good,0.46,Found the right mix of subscriptions that actually add value to my life. (TikTok mainly),Balanced
2772,Europe,Gen X (41-56),3.77,4,64.98942451001086,5,Good,-0.17,"Some subscriptions are useful, others are just taking up space and money. (Email Premium mainly)",Balanced
2773,LATAM,Gen Z (18-24),8.3,2,18.05,5,Fair,0.16,"Trying to be more mindful, but it's difficult in today's world.",Balanced
2774,Asia-Pacific,Millennial (25-40),9.57,4,43.59,7,Fair,-0.16,"Some subscriptions are useful, others are just taking up space and money. (Netflix mainly)",Balanced
2775,Asia-Pacific,Millennial (25-40),7.49,4,38.46,6,Excellent,-0.3,"Digital wellness is important, but finding the right balance is challenging.",Balanced
2776,Asia-Pacific,Millennial (25-40),9.06,6,75.9,8,Fair,-0.68,Quality of sleep has dropped noticeably since my screen time increased. (Spotify mainly),Digital Addict
2777,North America,Gen Z (18-24),9.17,2,23.46,5,Poor,0.2,"I have too many apps, but I don't know which ones to cut. (Discord mainly)",Balanced
2778,North America,Boomer (57+),3.05,1,15.66,3,Excellent,0.31,Screen time depends on work demands. Weekends are usually better.,Minimalist
2779,Asia-Pacific,Gen X (41-56),6.02,3,45.21,5,Fair,0.3,"Digital wellness is important, but finding the right balance is challenging.",Balanced
2780,Europe,Millennial (25-40),7.14,5,74.86,6,Excellent,-0.03,"I use digital tools for work and entertainment, but I try to maintain balance. (Spotify mainly)",Balanced
2781,North America,Gen X (41-56),4.94,4,56.44,6,Excellent,-0.27,"Digital wellness is important, but finding the right balance is challenging.",Balanced
2782,LATAM,Boomer (57+),2.96,1,0.0,2,Good,1.0,Technology enables my creativity and professional growth. Love the digital ecosystem.,Minimalist
2783,Middle East,Gen Z (18-24),9.16,4,57.66,6,Good,0.09,"Trying to be more mindful, but it's difficult in today's world. (TikTok mainly)",Balanced
2784,LATAM,Millennial (25-40),6.42,6,61.34,6,Fair,-0.14,Screen time depends on work demands. Weekends are usually better.,Balanced
2785,Africa,Millennial (25-40),5.11,4,20.56,3,Fair,0.7,Digital tools help me stay connected with family abroad. Can't imagine life without them. (Gaming Pass mainly),Balanced
2786,Europe,Gen X (41-56),4.8,5,69.79,5,Good,0.1,"I have too many apps, but I don't know which ones to cut. (Spotify mainly)",Balanced
2787,Middle East,Gen Z (18-24),9.67,2,24.04,6,Fair,-0.22,"I have too many apps, but I don't know which ones to cut. (Netflix mainly)",Balanced
2788,North America,Boomer (57+),2.98,1,29.78,4,Excellent,0.51,My sleep improved once I started digital detox after 9 PM. Game changer!,Minimalist
2789,Middle East,Millennial (25-40),5.37,7,76.56,6,Good,-0.21,"Some subscriptions are useful, others are just taking up space and money.",Balanced
2790,Middle East,Millennial (25-40),4.93,7,99.83,6,Excellent,-0.46,Everyone's addicted but nobody talks about how bad it really is for our brains. (Gaming Pass mainly),Balanced
2791,Asia-Pacific,Millennial (25-40),6.34,6,50.55,6,Poor,-0.13,"I use digital tools for work and entertainment, but I try to maintain balance.",Balanced
2792,Middle East,Gen Z (18-24),7.94,4,39.63,7,Good,-0.55,Too many ads and expensive subscriptions. I feel drained every day. (Instagram mainly),Balanced
2793,Asia-Pacific,Gen X (41-56),5.92,4,46.09,6,Fair,-0.14,"Some subscriptions are useful, others are just taking up space and money. (Gaming Pass mainly)",Balanced
2794,Europe,Boomer (57+),2.43,4,75.48,3,Good,0.25,"Digital wellness is important, but finding the right balance is challenging.",Balanced
2795,Asia-Pacific,Millennial (25-40),7.79,6,82.22,7,Fair,-0.24,Screen time depends on work demands. Weekends are usually better.,Balanced
2796,Asia-Pacific,Boomer (57+),2.06,1,21.17,1,Good,1.0,Technology enables my creativity and professional growth. Love the digital ecosystem.,Minimalist
2797,North America,Gen X (41-56),5.28,3,69.52,4,Good,0.05,"Some subscriptions are useful, others are just taking up space and money. (YouTube Premium mainly)",Balanced
2798,Asia-Pacific,Millennial (25-40),8.19,5,58.07,6,Fair,-0.14,"Digital wellness is important, but finding the right balance is challenging. (Email Premium mainly)",Balanced
2799,Middle East,Gen X (41-56),3.62,5,57.53,5,Excellent,0.12,"Some subscriptions are useful, others are just taking up space and money.",Balanced
2800,North America,Millennial (25-40),8.83,7,137.84,8,Good,-0.83,The constant notifications make it impossible to focus. My mental health is suffering.,Balanced
2801,LATAM,Millennial (25-40),5.51,6,67.64,6,Good,0.12,"Some subscriptions are useful, others are just taking up space and money.",Balanced
2802,Africa,Gen Z (18-24),7.45,3,27.31,5,Good,0.05,"Digital wellness is important, but finding the right balance is challenging.",Balanced
2803,Middle East,Gen X (41-56),4.73,4,57.13,5,Excellent,0.12,"Trying to be more mindful, but it's difficult in today's world.",Balanced
2804,Middle East,Gen Z (18-24),7.59,2,39.42,4,Poor,0.21,"Digital wellness is important, but finding the right balance is challenging.",Balanced
2805,Asia-Pacific,Gen X (41-56),5.25,3,37.17,5,Excellent,-0.14,"Trying to be more mindful, but it's difficult in today's world.",Balanced
2806,Middle East,Gen X (41-56),2.91,3,38.04,3,Excellent,0.56,Found the right mix of subscriptions that actually add value to my life. (YouTube Premium mainly),Balanced
2807,LATAM,Millennial (25-40),7.26,5,52.26,6,Fair,-0.23,Screen time depends on work demands. Weekends are usually better.,Balanced
2808,North America,Millennial (25-40),7.34,7,130.78,7,Fair,-0.4,"Digital fatigue is real. Between work emails and personal apps, I can't disconnect.",Balanced
2809,Asia-Pacific,Millennial (25-40),8.23,5,65.1,8,Excellent,-0.92,Too many ads and expensive subscriptions. I feel drained every day.,Balanced
2810,Asia-Pacific,Gen X (41-56),5.94,4,43.68,5,Excellent,-0.11,"I use digital tools for work and entertainment, but I try to maintain balance. (Gaming Pass mainly)",Balanced
2811,Europe,Millennial (25-40),6.65,5,91.59,6,Excellent,-0.0,"Trying to be more mindful, but it's difficult in today's world.",Balanced
2812,Asia-Pacific,Gen X (41-56),5.24,4,53.58,6,Good,-0.35,Everyone's addicted but nobody talks about how bad it really is for our brains.,Balanced
2813,Asia-Pacific,Millennial (25-40),8.87,4,47.13,7,Poor,-0.31,Screen time depends on work demands. Weekends are usually better. (Fitness App mainly),Balanced
2814,North America,Gen Z (18-24),8.88,4,64.5,5,Poor,-0.12,"Some subscriptions are useful, others are just taking up space and money.",Balanced
2815,Asia-Pacific,Gen Z (18-24),11.9,3,46.16,7,Fair,-0.03,"Digital wellness is important, but finding the right balance is challenging. (Spotify mainly)",Balanced
2816,LATAM,Gen Z (18-24),7.48,4,23.9,5,Good,0.16,"Trying to be more mindful, but it's difficult in today's world. (Gaming Pass mainly)",Balanced
2817,Asia-Pacific,Gen X (41-56),4.46,4,35.42,6,Fair,-0.32,"Trying to be more mindful, but it's difficult in today's world.",Balanced
2818,North America,Boomer (57+),2.98,1,19.68,3,Poor,0.59,Found the right mix of subscriptions that actually add value to my life.,Minimalist
2819,North America,Millennial (25-40),9.24,7,100.92,8,Fair,-0.69,Uninstalled half my apps but the habit is hard to break. Still checking constantly. (TikTok mainly),Digital Addict
2820,Europe,Millennial (25-40),5.62,5,97.93,5,Fair,0.09,"Some subscriptions are useful, others are just taking up space and money.",Balanced
2821,Africa,Gen Z (18-24),7.11,3,18.15,5,Good,0.07,"Digital wellness is important, but finding the right balance is challenging.",Balanced
2822,Europe,Millennial (25-40),7.53,7,130.89,7,Good,-0.34,"Digital fatigue is real. Between work emails and personal apps, I can't disconnect. (Netflix mainly)",Balanced
2823,Asia-Pacific,Gen Z (18-24),10.23,4,63.04,7,Fair,-0.4,Uninstalled half my apps but the habit is hard to break. Still checking constantly. (Netflix mainly),Balanced
2824,Europe,Gen X (41-56),5.26,4,64.45,5,Fair,0.43,Found the right mix of subscriptions that actually add value to my life. (Email Premium mainly),Balanced
2825,Europe,Boomer (57+),2.18,1,29.99,2,Fair,0.53,Digital tools help me stay connected with family abroad. Can't imagine life without them.,Minimalist
2826,LATAM,Gen Z (18-24),7.6,3,16.4,5,Poor,-0.02,"Trying to be more mindful, but it's difficult in today's world.",Balanced
2827,Asia-Pacific,Gen X (41-56),5.28,5,60.58,5,Good,-0.11,"I have too many apps, but I don't know which ones to cut. (Gaming Pass mainly)",Balanced
2828,North America,Gen Z (18-24),8.87,3,49.27,5,Poor,-0.01,"Trying to be more mindful, but it's difficult in today's world.",Balanced
2829,Asia-Pacific,Millennial (25-40),7.76,6,74.46,7,Excellent,-0.45,Too many ads and expensive subscriptions. I feel drained every day. (Cloud Storage mainly),Balanced
2830,North America,Gen Z (18-24),9.46,3,62.83,6,Good,-0.16,"Some subscriptions are useful, others are just taking up space and money.",Balanced
2831,Asia-Pacific,Millennial (25-40),7.42,5,54.65,7,Poor,-0.41,The constant notifications make it impossible to focus. My mental health is suffering.,Balanced
2832,Asia-Pacific,Gen Z (18-24),10.46,2,27.95,5,Poor,0.15,"I use digital tools for work and entertainment, but I try to maintain balance.",Balanced
2833,North America,Millennial (25-40),6.02,5,99.45,5,Fair,-0.17,"I have too many apps, but I don't know which ones to cut.",Balanced
2834,Europe,Millennial (25-40),6.97,5,84.38,7,Good,-0.28,"I have too many apps, but I don't know which ones to cut.",Balanced
2835,Asia-Pacific,Millennial (25-40),9.65,4,70.39,8,Good,-0.6,Too many ads and expensive subscriptions. I feel drained every day. (Gaming Pass mainly),Digital Addict
2836,Africa,Gen X (41-56),2.96,3,16.63,3,Good,0.51,I've set healthy boundaries with screen time and feel much better now. (Cloud Storage mainly),Balanced
2837,Middle East,Boomer (57+),3.28,1,29.31,2,Excellent,0.84,I've set healthy boundaries with screen time and feel much better now. (YouTube Premium mainly),Minimalist
2838,North America,Millennial (25-40),7.52,6,119.45,7,Poor,-0.34,Quality of sleep has dropped noticeably since my screen time increased. (Netflix mainly),Balanced
2839,LATAM,Gen Z (18-24),7.59,2,0.0,5,Poor,0.31,"I have too many apps, but I don't know which ones to cut.",Balanced
2840,Europe,Millennial (25-40),6.09,4,80.93,5,Excellent,0.12,"I have too many apps, but I don't know which ones to cut.",Balanced
2841,Asia-Pacific,Boomer (57+),3.11,1,21.99,2,Fair,0.78,Digital tools help me stay connected with family abroad. Can't imagine life without them.,Minimalist
2842,LATAM,Gen X (41-56),5.44,8,73.14,7,Good,-0.87,The constant notifications make it impossible to focus. My mental health is suffering. (Fitness App mainly),Balanced
2843,Africa,Millennial (25-40),5.21,6,39.69,5,Good,0.05,"Digital wellness is important, but finding the right balance is challenging.",Balanced
2844,Middle East,Gen Z (18-24),7.59,2,30.43,4,Fair,0.42,I've set healthy boundaries with screen time and feel much better now. (Spotify mainly),Balanced
2845,Asia-Pacific,Millennial (25-40),8.61,7,92.5,7,Good,-0.64,Everyone's addicted but nobody talks about how bad it really is for our brains. (Netflix mainly),Balanced
2846,Europe,Millennial (25-40),7.42,6,94.87,7,Fair,0.12,"Digital wellness is important, but finding the right balance is challenging. (YouTube Premium mainly)",Balanced
2847,LATAM,Boomer (57+),1.12,3,42.86,2,Good,0.69,Digital tools help me stay connected with family abroad. Can't imagine life without them.,Balanced
2848,Europe,Boomer (57+),2.83,2,22.16,3,Good,0.41,Using apps for meditation and fitness really improved my overall wellness.,Balanced
2849,Asia-Pacific,Gen Z (18-24),11.41,4,27.4,8,Poor,-0.52,Too many ads and expensive subscriptions. I feel drained every day.,Digital Addict
2850,Europe,Millennial (25-40),7.12,7,121.43,6,Good,-0.21,"Some subscriptions are useful, others are just taking up space and money. (Spotify mainly)",Balanced
2851,Asia-Pacific,Millennial (25-40),5.61,5,68.84,5,Good,0.42,Technology enables my creativity and professional growth. Love the digital ecosystem. (TikTok mainly),Balanced
2852,Europe,Millennial (25-40),7.46,5,80.7,5,Poor,0.15,"Some subscriptions are useful, others are just taking up space and money. (TikTok mainly)",Balanced
2853,North America,Boomer (57+),2.72,2,13.36,3,Good,0.74,Technology enables my creativity and professional growth. Love the digital ecosystem.,Balanced
2854,Africa,Millennial (25-40),4.06,4,9.09,4,Fair,0.49,Found the right mix of subscriptions that actually add value to my life. (Fitness App mainly),Balanced
2855,North America,Millennial (25-40),6.13,4,76.36,4,Fair,0.2,"I have too many apps, but I don't know which ones to cut.",Balanced
2856,Asia-Pacific,Gen Z (18-24),10.98,3,33.65,7,Poor,-0.22,"I have too many apps, but I don't know which ones to cut. (YouTube Premium mainly)",Balanced
2857,Europe,Gen X (41-56),4.36,3,62.34,5,Fair,0.07,Screen time depends on work demands. Weekends are usually better. (Email Premium mainly),Balanced
2858,North America,Gen X (41-56),4.45,5,90.73,5,Excellent,-0.08,"I have too many apps, but I don't know which ones to cut.",Balanced
2859,North America,Millennial (25-40),7.45,4,64.59,5,Fair,0.09,"I use digital tools for work and entertainment, but I try to maintain balance.",Balanced
2860,North America,Gen Z (18-24),9.26,4,75.09,6,Poor,0.04,Screen time depends on work demands. Weekends are usually better.,Balanced
2861,Africa,Millennial (25-40),5.61,5,40.16,4,Good,0.48,Technology enables my creativity and professional growth. Love the digital ecosystem.,Balanced
2862,Europe,Boomer (57+),2.59,2,46.51,3,Good,0.65,My sleep improved once I started digital detox after 9 PM. Game changer!,Balanced
2863,Middle East,Millennial (25-40),4.89,6,75.39,5,Good,0.15,"Digital wellness is important, but finding the right balance is challenging. (Email Premium mainly)",Balanced
2864,Asia-Pacific,Millennial (25-40),7.39,7,79.42,6,Fair,-0.11,Screen time depends on work demands. Weekends are usually better.,Balanced
2865,Asia-Pacific,Millennial (25-40),8.15,4,52.79,6,Good,-0.17,Screen time depends on work demands. Weekends are usually better. (Spotify mainly),Balanced
2866,Asia-Pacific,Gen X (41-56),5.43,4,37.51,5,Fair,0.05,"Digital wellness is important, but finding the right balance is challenging. (YouTube Premium mainly)",Balanced
2867,Asia-Pacific,Millennial (25-40),7.73,6,74.87,6,Fair,-0.11,"I use digital tools for work and entertainment, but I try to maintain balance.",Balanced
2868,LATAM,Gen Z (18-24),9.62,3,24.68,7,Good,0.01,"Some subscriptions are useful, others are just taking up space and money.",Balanced
2869,Europe,Gen X (41-56),5.53,3,48.74,5,Good,0.01,"I use digital tools for work and entertainment, but I try to maintain balance.",Balanced
2870,Europe,Gen X (41-56),5.63,3,49.53,5,Good,0.39,Using apps for meditation and fitness really improved my overall wellness.,Balanced
2871,Africa,Gen X (41-56),3.69,4,660.3003425287302,5,Excellent,0.11,"Trying to be more mindful, but it's difficult in today's world.",Balanced
2872,Middle East,Boomer (57+),2.43,1,31.89,3,Excellent,0.52,Found the right mix of subscriptions that actually add value to my life. (Instagram mainly),Minimalist
2873,Africa,Millennial (25-40),5.18,4,19.31,5,Good,0.42,My sleep improved once I started digital detox after 9 PM. Game changer!,Balanced
2874,Asia-Pacific,Gen Z (18-24),10.82,2,18.33,7,Poor,-0.41,Uninstalled half my apps but the habit is hard to break. Still checking constantly. (Email Premium mainly),Balanced
2875,LATAM,Boomer (57+),2.29,1,23.47,2,Good,0.96,I've set healthy boundaries with screen time and feel much better now.,Minimalist
2876,Asia-Pacific,Millennial (25-40),7.98,4,49.45,6,Excellent,-0.32,"I have too many apps, but I don't know which ones to cut. (TikTok mainly)",Balanced
2877,Asia-Pacific,Gen X (41-56),5.53,4,52.68,5,Fair,0.44,My sleep improved once I started digital detox after 9 PM. Game changer!,Balanced
2878,Europe,Gen X (41-56),4.94,6,88.7,6,Excellent,-0.02,"Some subscriptions are useful, others are just taking up space and money.",Balanced
2879,Asia-Pacific,Millennial (25-40),10.15,4,47.46,6,Poor,-0.12,"Some subscriptions are useful, others are just taking up space and money. (Email Premium mainly)",Balanced
2880,North America,Gen Z (18-24),9.24,3,62.1,6,Poor,0.06,"I have too many apps, but I don't know which ones to cut.",Balanced
2881,Europe,Gen X (41-56),4.41,5,75.76,5,Excellent,-0.11,"Digital wellness is important, but finding the right balance is challenging.",Balanced
2882,Africa,Gen X (41-56),4.38,7,48.28,6,Excellent,-0.22,"I have too many apps, but I don't know which ones to cut. (Gaming Pass mainly)",Balanced
2883,Europe,Millennial (25-40),6.67,6,96.96,5,Poor,0.11,"Digital wellness is important, but finding the right balance is challenging. (Email Premium mainly)",Balanced
2884,North America,Millennial (25-40),7.24,5,83.55,7,Fair,-0.33,"Digital wellness is important, but finding the right balance is challenging.",Balanced
2885,North America,Gen Z (18-24),8.91,4,82.13,7,Poor,-0.38,The constant notifications make it impossible to focus. My mental health is suffering.,Balanced
2886,Middle East,Gen Z (18-24),8.04,2,36.88,5,Good,0.44,Using apps for meditation and fitness really improved my overall wellness.,Balanced
2887,Asia-Pacific,Millennial (25-40),8.2,6,68.79,7,Fair,-0.42,The constant notifications make it impossible to focus. My mental health is suffering.,Balanced
2888,Asia-Pacific,Millennial (25-40),7.55,5,60.76,6,Fair,-0.21,Screen time depends on work demands. Weekends are usually better. (Netflix mainly),Balanced
